Id,Country,Name,Hometown,Position,Age,Height,Weight,Photo
Eng-17,England,Theo Dan,,2,22,179 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/3174b222-67cc-4754-be3c-aac3ab68633c.png
Eng-18,England,Jamie George,"Welwyn Garden City, England",2,33,183 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36524.png
Eng-19,England,David Ribbans,"Somerset West, South Africa",Forward,28,202 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69817.png
Eng-20,England,Lewis Ludlam,"Ipswich, England",Forward,28,190 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55596.png
Eng-21,England,Billy Vunipola,"Sydney, Australia",Forward,31,188 Cm,126 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/46112.png
Eng-22,England,Ben Earl,,Forward,25,183 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59733.png
Eng-23,England,Tom Curry,"Hounslow, England",Forward,25,185 Cm,106 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59731.png
Eng-24,England,Courtney Lawes,"London, England",Forward,34,200 Cm,119 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/34184.png
Eng-25,England,Maro Itoje,"London, England",Forward,29,195 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50344.png
Eng-26,England,Ollie Chessum,,Forward,23,201 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72931.png
Eng-27,England,George Martin,"Nottingham, England",Forward,22,198 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/68917.png
Eng-28,England,Will Stuart,,Prop,27,189 Cm,124 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56808.png
Eng-29,England,Dan Cole,"Leicester, England",Prop,36,191 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/29161.png
Eng-30,England,Bevan Rodd,,Prop,23,183 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65787.png
Eng-31,England,Ellis Genge,"Bristol, England",Prop,28,187 Cm,113 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55592.png
Eng-32,England,Kyle Sinckler,"London, England",Prop,30,183 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45662.png
Eng-33,England,Joe Marler,"Eastbourne, England",Prop,33,183 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36527.png
Jpn-1,Japan,Rikiya Matsuda,"Kyoto, Japan",10,29, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/46008.png
Jpn-2,Japan,Seungsin Lee,,10,22,176 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74070.png
Jpn-3,Japan,Jumpei Ogura,,15,31, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/46000.png
Jpn-4,Japan,Ryohei Yamanaka,"Osaka, Japan",15,35,188 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/34087.png
Jpn-5,Japan,Kotaro Matsushima,"Pretoria, South Africa",15,30,178 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50605.png
Jpn-6,Japan,Naoto Saito,,9,26,165 Cm,73 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57136.png
Jpn-7,Japan,Yutaka Nagare,"Fukuoka, Japan",9,31,166 Cm,69 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45998.png
Jpn-8,Japan,Kenta Fukuda,,9,26,173 Cm,80 Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Jpn-9,Japan,Dylan Riley,,Centre,26,186 Cm,101 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60436.png
Jpn-10,Japan,Tomoki Osada,,Centre,24,179 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63995.png
Jpn-11,Japan,Ryoto Nakamura,"Kagoshima, Japan",Centre,32,178 Cm,84 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43047.png
Jpn-12,Japan,Lomano Lemeki,"Auckland, New Zealand",Wing,34,177 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/51350.png
Jpn-13,Japan,Siosaia Fifita,,Wing,24,187 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62601.png
Jpn-14,Japan,Jone Naikabula,,Wing,29,177 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60224.png
Jpn-15,Japan,Shota Horie,"Osaka, Japan",2,37, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/28439.png
Jpn-16,Japan,Kosuke Horikoshi,"Gumma, Japan",2,28,174 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49933.png
Jpn-17,Japan,Atsushi Sakate,"Kyoto, Japan",2,30,180 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45987.png
Jpn-18,Japan,Kazuki Himeno,"Aichi, Japan",8,29,187 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47916.png
Jpn-19,Japan,Pieter Labuschagne,"Pretoria, South Africa",Flanker,34,189 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49079.png
Jpn-20,Japan,Ben Gunter,,Flanker,26,195 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64886.png
Jpn-21,Japan,Michael Leitch,"Burwood, New Zealand",Flanker,35,189 Cm,99 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/34085.png
Jpn-22,Japan,Shota Fukui,,Flanker,24,186 Cm,101 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61328.png
Jpn-23,Japan,Kanji Shimokawa,,Flanker,24,187 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62594.png
Jpn-24,Japan,Jack Cornelsen,,Lock,29,195 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71565.png
Jpn-25,Japan,Amato Fakatava,,Lock,29,195 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/88ba92ab-8db0-403a-8fd9-5f59e93f15bb.png
Jpn-26,Japan,Amanaki Saumaki,,Lock,26,190 Cm,100 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/73909.png
Jpn-27,Japan,Warner Dearns,,Lock,21,202 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72580.png
Jpn-28,Japan,Sione Halasili,,Prop,24,180 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61bc38c7-a1f5-4c44-816d-6697dd93155a.png
Jpn-29,Japan,Keita Inagaki,"Nigata, Japan",Prop,33,186 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36544.png
Jpn-30,Japan,Shinnosuke Kakinaga,"Saga, Japan",Prop,31,180 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54562.png
Jpn-31,Japan,Asaeli Ai Valu,"Tofoa, Tonga",Prop,34,187 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61912.png
Jpn-32,Japan,Craig Millar,,Prop,33,185 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64884.png
Jpn-33,Japan,Jiwon Gu,"Seoul, Korea",Prop,29, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50109.png
Arg-1,Argentina,Santiago Carreras,"Cordoba, Argentina",10,25,181 Cm,82 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60461.png
Arg-2,Argentina,Nicolas Sanchez,"San Miguel De Tucumán, Argentina",10,35, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/32114.png
Arg-3,Argentina,Martín Bogado,,15,25,191 Cm,97 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71714.png
Arg-4,Argentina,Juan Cruz Mallia,"Cordoba, Argentina",15,27,182 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55655.png
Arg-5,Argentina,Tomas Cubelli,"Buenos Aires, Argentina",9,34,175 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36719.png
Arg-6,Argentina,Gonzalo Bertranou,"Mendoza, Argentina",9,29,174 Cm,72 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49501.png
Arg-7,Argentina,Lautaro Bazan Velez,,9,27, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50319.png
Arg-8,Argentina,Matías Moroni,"Buenos Aires, Argentina",Centre,32,184 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43443.png
Arg-9,Argentina,Jeronimo De La Fuente,"Santa Fe, Argentina",Centre,32,183 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43433.png
Arg-10,Argentina,Santiago Chocobares,,Centre,24,189 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63147.png
Arg-11,Argentina,Lucio Cinti,,Centre,23,190 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65383.png
Arg-12,Argentina,Marcos Kremer,"Entre Ríos, Argentina",Fiveeighths,26,200 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56924.png
Arg-13,Argentina,Guido Petti Pagadizabal,"Buenos Aires, Argentina",Fiveeighths,29,193 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48633.png
Arg-14,Argentina,Pedro Rubiolo,,Fiveeighths,20,193 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71539.png
Arg-15,Argentina,Juan Imhoff,"Rosario, Argentina",Wing,35,186 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36898.png
Arg-16,Argentina,Emiliano Boffelli,"Santa Fe, Argentina",Wing,28,191 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48640.png
Arg-17,Argentina,Mateo Carreras,,Wing,23,175 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64279.png
Arg-18,Argentina,Rodrigo Isgro,,Wing,24, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66776.png
Arg-19,Argentina,Ignacio Ruiz,,2,22,187 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67351.png
Arg-20,Argentina,Julian Montoya,"Buenos Aires, Argentina",2,30,183 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48628.png
Arg-21,Argentina,Agustín Creevy,"Buenos Aires, Argentina",2,38,182 Cm,106 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/26186.png
Arg-22,Argentina,Facundo Isa,"Santiago Del Estero, Argentina",8,30,188 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45833.png
Arg-23,Argentina,Joaquín Oviedo,,Flanker,22,191 Cm,113 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69737.png
Arg-24,Argentina,Juan Martin Gonzalez,,Flanker,23,192 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66770.png
Arg-25,Argentina,Rodrigo Bruni,"Buenos Aires, Argentina",Flanker,30,187 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/58952.png
Arg-26,Argentina,Tomas Lavanini,"Buenos Aires, Argentina",Lock,30,200 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48534.png
Arg-27,Argentina,Matias Alemanno,"Cordoba, Argentina",Lock,32,198 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39417.png
Arg-28,Argentina,Thomas Gallo,,Prop,24,176 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66763.png
Arg-29,Argentina,Joel Sclavi,,Prop,29,188 Cm,135 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71951.png
Arg-30,Argentina,Mayco Vivas,"Buenos Aires, Argentina",Prop,25,186 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60477.png
Arg-31,Argentina,Eduardo Bello,,Prop,28,190 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55669.png
Arg-32,Argentina,Francisco Gómez Kodela,,Prop,38,185 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/30635.png
Sam-1,Samoa,Danny Toala,,15,24,178 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66960.png
Sam-2,Samoa,Melani Matavao,"Motootua, Samoa",9,28,172 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55087.png
Sam-3,Samoa,Jonathan Taumateine,,9,27,185 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55847.png
Sam-4,Samoa,Ereatara Enari,,9,26,178 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57720.png
Sam-5,Samoa,Ulupano Junior Seuteni,"Bedford Park, Australia",Centre,30,187 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45182.png
Sam-6,Samoa,Christian Leali'Ifano,"Auckland, New Zealand",Fiveeighths,36,179 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/29273.png
Sam-7,Samoa,Alai D'Angelo Leuila,"Otahuhu, New Zealand",Fiveeighths,26,175 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57392.png
Sam-8,Samoa,Lima Sopoaga,"Lower Hutt, New Zealand",Fiveeighths,32,175 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43515.png
Sam-9,Samoa,Tumua Manu,,Threequarters,30,183 Cm,97 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74147.png
Sam-10,Samoa,Duncan Paia'Aua,,Threequarters,28,183 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55791.png
Sam-11,Samoa,Ben Lam,,Wing,32,194 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45252.png
Sam-12,Samoa,Ed Fidow,"Motootua, Samoa",Wing,30,188 Cm,97 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57162.png
Sam-13,Samoa,Nigel Ah-Wong,,Wing,33,193 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47835.png
Sam-14,Samoa,Neria Fomai,,Wing,31,180 Cm,94 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/52181.png
Sam-15,Samoa,Ray Niuia,"Otahuhu, New Zealand",2,32,186 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65059.png
Sam-16,Samoa,Seilala Lam,"Hamilton, New Zealand",2,34,183 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49195.png
Sam-17,Samoa,Sama Malolo,,2,25,183 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60424.png
Sam-18,Samoa,Sootala Fa'Aso'O,,8,29,194 Cm,136 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50731.png
Sam-19,Samoa,Fritz Lee,,8,35,188 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45275.png
Sam-20,Samoa,Steven Luatua,,Flanker,32,195 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39688.png
Sam-21,Samoa,Sa Jordan Taufua,,Flanker,31,182 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43184.png
Sam-22,Samoa,Miracle Faiilagi,,Flanker,24,188 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69276.png
Sam-23,Samoa,Alamanda Motuga,"Apia, Samoa",Flanker,29,184 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50538.png
Sam-24,Samoa,Taleni Junior Agaese Seu,,Lock,29,202 Cm,119 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/58699.png
Sam-25,Samoa,Sam Slade,,Lock,26,194 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60530.png
Sam-26,Samoa,Theo Mcfarland,,Lock,28,198 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71622.png
Sam-27,Samoa,Brian Alainu'U'Ese,"Invercargill, New Zealand",Lock,29,198 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49105.png
Sam-28,Samoa,Chris Vui,"Henderson, New Zealand",Lock,30,198 Cm,119 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48619.png
Sam-29,Samoa,Paul Alo-Emile,"Henderson, New Zealand",Prop,31,181 Cm,130 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39449.png
Sam-30,Samoa,James Lay,"Motootua, Samoa",Prop,29,178 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61138.png
Sam-31,Samoa,Michael Alaalatoa,"Camperdown, Australia",Prop,32,189 Cm,128 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43176.png
Sam-32,Samoa,Jordan Lay,"Motootua, Samoa",Prop,31, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45254.png
Sam-33,Samoa,Charlie Faumuina,"Auckland, New Zealand",Prop,36,184 Cm,130 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47005.png
Chi-1,Chile,Lukas Carvallo,,9,22,180 Cm,82 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71802.png
Chi-2,Chile,Marcelo Torrealba,,9,27,169 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/58361.png
Chi-3,Chile,Nicolas Herreros,,9,33, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/35531.png
Chi-4,Chile,Matias Garafulic,,Centre,23,183 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69115.png
Chi-5,Chile,José Ignacio Larenas,,Centre,34,183 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/32191.png
Chi-6,Chile,Domingo Saavedra,,Centre,25,179 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61374.png
Chi-7,Chile,Rodrigo Fernandez,,Half Back,27,182 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60241.png
Chi-8,Chile,Francisco Urroz,,Utility Back,30,190 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45975.png
Chi-9,Chile,Benjamin Videla,,Utility Back,22,178 Cm,82 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72190.png
Chi-10,Chile,Inaki Ayarza,,Utility Back,24, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67088.png
Chi-11,Chile,Santiago Videla,,Utility Back,25,175 Cm,75 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61376.png
Chi-12,Chile,Pablo Casas,,Wing,31, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45972.png
Chi-13,Chile,Cristobal Game,"Concepción, Chile",Wing,21,193 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71068.png
Chi-14,Chile,Franco Velarde,,Wing,29, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59828.png
Chi-15,Chile,Tomas Dussaillant,,2,37, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/57005.png
Chi-16,Chile,Augusto Bohme,,2,26,177 Cm,97 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61361.png
Chi-17,Chile,Diego Escobar,,2,23,176 Cm,97 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71801.png
Chi-18,Chile,Raimundo Martínez,,8,24,179 Cm,99 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67195.png
Chi-19,Chile,Martín Sigren,,Flanker,27,190 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62868.png
Chi-20,Chile,Alfonso Escobar,,Flanker,26,182 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61373.png
Chi-21,Chile,Thomas Orchard,,Flanker,26,193 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61369.png
Chi-22,Chile,Ignacio Silva,,Flanker,34,182 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/33687.png
Chi-23,Chile,Clemente Saavedra,,Flanker,25,191 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61367.png
Chi-24,Chile,Augusto Sarmiento,,Lock,30, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48403.png
Chi-25,Chile,Pablo Huete,,Lock,34,199 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/33685.png
Chi-26,Chile,Javier Eissmann,,Lock,26,200 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61368.png
Chi-27,Chile,Santiago Pedrero,,Lock,23,193 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69805.png
Chi-28,Chile,Salvador Lues,,Prop,24,179 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63564.png
Chi-29,Chile,Esteban Inostroza,,Prop,29,183 Cm,129 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69804.png
Chi-30,Chile,Inaki Gurruchaga,,Prop,28, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56701.png
Chi-31,Chile,Javier Carrasco,,Prop,26,178 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61360.png
Chi-32,Chile,Vittorio Lastra,,Prop,27, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59829.png
Chi-33,Chile,Matias Dittus,,Prop,30, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65547.png
